"name","path","level","rarity","tooltip","restriction","acquisition"
"<span style='color: #ff7700'>Charm of the War King</span>","https://ucarecdn.com/b6ac88c8-116b-48d9-9421-5983bae0a201/BTNRevenant.png",40,"Rare","Increases Strength and Agility by 25 and Attack Speed by 40%.",NA,"Goldsmith Level 50; Heiros Darkfiend"
"<span style='color: #ff7700'>Eris' Golden Apple of Discord</span>","https://ucarecdn.com/1d3e78af-727c-4d9c-872e-9e2c935671a7/BTNOrbOfLightningOrange.png",40,"Rare","Increases Spell Power by 300 and grants <span style='color: #c3dbff'>Mana Regeneration VII</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VII</span>—Gain 40% increased Mana Regeneration.<br><br>Use: 75% chance to receive a random powerful buff and 25% chance for a debuff.<br>Cooldown: 60 seconds.","Cannot be used by Warrior classes","Oceanus; Gaea; Cyclops; Darnek the Wanderer; Nasty Big Pointy Teeth!!; Hillcrusher; Heiros Darkfiend; 40  ≤ Mob Level ≤ 100"
"<span style='color: #ff7700'>Heart Blade</span>","https://ucarecdn.com/8df52e31-6235-4565-9031-f50cf71eadd2/BTNCurse.png",40,"Rare","Increases Attack Damage by 60, Attack Speed by 25% and Armor by 15.",NA,"Cyclops; Darnek the Wanderer; Nasty Big Pointy Teeth!!; Hillcrusher; Heiros Darkfiend; 26  ≤ Mob Level ≤ 100; 40  ≤ Mob Level ≤ 100"
"<span style='color: #ff7700'>Starlight Charm</span>","https://ucarecdn.com/93962d77-5915-4069-a49e-9ef54c374059/BTNSeaOrb.png",40,"Rare","Increases Strength, Agility and Intelligence by 15 and Attack Speed by 25%. Grants <span style='color: #c3dbff'>Mana Regeneration V</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration V</span>—Gain 30% increased Mana Regeneration.","Cannot be used by Warrior classes","Goldsmith Level 55; Heiros Darkfiend"
"<span style='color: #ff7700'>Thespian Halberd</span>","https://ucarecdn.com/1e33f26e-d9df-4cb9-9d0b-015a3fbb82e3/BTNRuneSword.png",40,"Rare","Increases Strength, Agility and Intelligence by 10, Attack Damage by 45 and Attack Speed by 20%.","Cannot be used by Warrior classes","Weaponsmith Level 45; Heiros Darkfiend"
"<span style='color: #ff7700'>Well of Souls</span>","https://ucarecdn.com/3e64fdd6-6439-4e3e-b253-d9e68c528750/BTNUrnOfKelThuzad.png",40,"Rare","Increases Intelligence by 40, Health by 500 and grants <span style='color: #c3dbff'>Mana Regeneration VII</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration VII</span>—Gain 40% increased Mana Regeneration.","Cannot be used by Warrior classes","Goldsmith Level 46; Heiros Darkfiend"
"<span style='color: #ff7700'>Barbaric Helm</span>","https://ucarecdn.com/1a8aff6f-81cd-40ad-b316-ffec8befb739/BTNBarbaricHelm.png",45,"Rare","Increases Strength by 15 and Armor by 15.<br><br><span style='color: #c3dbff'>Retaliation I</span>—Whenever you take damage: Deal <span style='color: #32CD32'>0.5 Strength</span> physical damage to enemies within a <span style='color: #FEBA0E'>150</span> AoE of you.<br><span style='color: #c3dbff'>Cooldown</span>: 1 second.",NA,"Cyclops"
"<span style='color: #ff7700'>Crystal Helm</span>","https://ucarecdn.com/b3fde87c-d8c6-4fcf-a8eb-458176e36ad9/BTNCrystalHelm.png",45,"Rare","Increases Intelligence by 20 and Spell Healing by 450.","Cannot be used by Warrior classes","Cyclops"
"<span style='color: #ff7700'>Great Axe of the Minotaur Chieftain</span>","https://ucarecdn.com/7bbb5c0c-fb16-4431-8e9b-0e410baa44a6/BTNSpiritWalkerMasterTraining.png",45,"Rare","Increases Strength and Agility by 25.",NA,"Manslayer & Lightbane"
"<span style='color: #ff7700'>Hide of the Hallowed One</span>","https://ucarecdn.com/b889bed5-38cc-4df8-9949-fa22ec3ef96d/BTNHideOfTheHallowedOne.png",45,"Rare","Increases Health by 1000 and Resist by 20.",NA,"Hallowed One"
"<span style='color: #ff7700'>Minotauri Focus</span>","https://ucarecdn.com/81d2e22f-f9b2-4d5a-a6ee-05d5e743a6b2/BTNEntrapmentWard.png",45,"Rare","Increases Intelligence by 25 and Spell Power by 200.","Cannot be used by Warrior classes","Manslayer & Lightbane"
"<span style='color: #ff7700'>Regal Crown</span>","https://ucarecdn.com/6bdba33f-6d52-41a5-9b05-d1522cf8b97d/BTNRegalCrown.png",45,"Rare","Increases Intelligence by 20 and Spell Damage by 450.","Cannot be used by Warrior classes","Cyclops"
"<span style='color: #ff7700'>Robes of Delphi</span>","https://ucarecdn.com/febfbbe5-d4b6-4e80-b6a2-b8cf52c0735c/BTNWarlockCloak.png",45,"Rare","Increases Armor by 15, Intelligence by 20 and Spell Power by 180. Grants <span style='color: #c3dbff'>Mana Regeneration V</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration V</span>—Gain 30% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Delphi Oracle's Set</span> (2/2) — +150 Spell Power.","Cannot be used by Warrior classes","Armorsmith Level 45; Heiros Darkfiend"
"<span style='color: #ff7700'>Spartan Full Plate</span>","https://ucarecdn.com/52f31e66-c69a-4f90-83f4-f75c369b40f8/BTNarmor9.png",45,"Rare","Increases Armor by 35, Strength and Agility by 12 and Health Regeneration by 15 Health per second.<br><br><span style='color: #c3dbff'>Spartan Elite Set</span> (2/2) — +15 Strength and Agility.",NA,"Armorsmith Level 45; Hillcrusher; Heiros Darkfiend"
"<span style='color: #ff7700'>Spartan Greatsword</span>","https://ucarecdn.com/98d957bd-fa6a-4c76-9125-0a1fcfb3b2e6/BTNSword2.png",45,"Rare","Increases Attack Damage by 60, Strength and Agility by 15 and Attack Speed by 15%.<br><br><span style='color: #c3dbff'>Spartan Elite Set</span> (1/2) — +15 Strength and Agility.",NA,"Weaponsmith Level 45; Heiros Darkfiend"
"<span style='color: #ff7700'>Staff of Delphi</span>","https://ucarecdn.com/2b2b6fdb-66ba-4e0d-89b1-8048ea3d5242/BTNSpiderSilkBroach.png",45,"Rare","Increases Intelligence by 24 and Spell Power by 360. Grants <span style='color: #c3dbff'>Mana Regeneration III</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration III</span>—Gain 20% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Delphi Oracle's Set</span> (1/2) — +150 Spell Power.","Cannot be used by Warrior classes","Weaponsmith Level 45; Heiros Darkfiend"
"<span style='color: #ff7700'>Adamantium Blade</span>","https://ucarecdn.com/fff75327-9847-4cbe-9816-71cb544bcab3/BTNAdamantiumBlade.png",60,"Rare","Increases Attack Damage by 75 and Attack Speed by 30%.<br><br><span style='color: #c3dbff'>Critical Strike I</span>—Gives a <span style='color: #FEBA0E'>6.5%</span> chance to do <span style='color: #FEBA0E'>1.5</span> times damage on an auto-attack. This stacks with other instances of <span style='color: #c3dbff'>Critical Strike</span>.",NA,"Medusa"
"<span style='color: #ff7700'>Adamantium Shield</span>","https://ucarecdn.com/14ef22cb-9a24-48cb-ac7c-411b8ce98631/BTNValkryShield.png",60,"Rare","Increases Strength by 50 and Armor by 20. Also reduces auto-attack damage dealt to you by 100. ",NA,"Armorsmith Level 65; Uranus"
"<span style='color: #ff7700'>Armor of Hera</span>","https://ucarecdn.com/5cc89fd0-af3b-4a34-990a-97b0952f72e2/BTNArmorOfHera.png",60,"Rare","Increases Health by 750 and Armor by 15.<br><br><span style='color: #c3dbff'>Hera's Cure I</span>—Heals <span style='color: #FEBA0E'>2000</span> health to yourself.<br><span style='color: #c3dbff'>Cooldown</span>: 30 seconds.",NA,"Medusa"
"<span style='color: #ff7700'>Boots of Hermes</span>","https://ucarecdn.com/897bc852-9c59-41aa-9a42-49f7394a98dd/BTNBootsOfHermes.png",60,"Rare","Increases Health by 500 and Movement Speed by 50.<br><br><span style='color: #c3dbff'>Evasion II</span>—Gives a <span style='color: #FEBA0E'>10%</span> chance to avoid an auto-attack.",NA,"Makarios"
"<span style='color: #ff7700'>Chestguard of Aphrodite's Champion</span>","https://ucarecdn.com/9bbc3c85-8f2f-46c4-9e45-ffcefbbe7916/BTNBlackKnightsPlate.png",60,"Rare","Increases Strength by 25, Health by 600, Armor by 30 and grants <span style='color: #c3dbff'>Auto-Life</span>.<br><br><span style='color: #c3dbff'>Auto-Life</span>—When slain, you will be revived with 50% of your Maximum Health and Maximum Mana after 7 seconds. Also, subsequent <span style='color: #c3dbff'>Auto-Life</span> effects cannot revive you for 10 minutes.",NA,"Armorsmith Level 70; Uranus"
"<span style='color: #ff7700'>Circlet of the Mother Goddess</span>","https://ucarecdn.com/6e7ca662-790a-42e0-89d9-ce9feeb36f01/BTNValkryCirclet.png",60,"Rare","Increases Armor by 15, Intelligence by 30 and grants <span style='color: #c3dbff'>Mana Regeneration X</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration X</span>—Gain 55% increased Mana Regeneration.","Cannot be used by Warrior classes","Goldsmith Level 65"
"<span style='color: #ff7700'>Hunting Spear of Atalanta</span>","https://ucarecdn.com/5d2a0087-cea6-422d-9a79-13071f77783e/BTNImpalingBolt.png",60,"Rare","Increases Strength, Agility and Intelligence by 20.","Cannot be used by Warrior classes","Makarios"
"<span style='color: #ff7700'>Poison Blade</span>","https://ucarecdn.com/bdc0fdaf-aeff-4ef6-869b-3be2cf05ba35/BTNDestroyer_Of_Worlds_Sword.png",60,"Rare","Increases Attack Damage by 65. Also poisons the target for 2000 damage over 10 seconds.",NA,"Weaponsmith Level 75"
"<span style='color: #ff7700'>Priam's Scepter</span>","https://ucarecdn.com/408d65a3-cd83-4a37-a45b-8fdc2b468c32/BTNStaffOfTeleportation.png",60,"Rare","Increases Intelligence by 15, Attack Damage by 30, Attack Speed by 25%, and Spell Power by 225.","Cannot be used by Warrior classes","Aeacus"
"<span style='color: #ff7700'>Ring of the Magi</span>","https://ucarecdn.com/c833e0e6-1699-4279-a752-be3e863b57b4/BTNRingOfTheMagi.png",60,"Rare","Increases Intelligence by 15 and Spell Damage by 1000.","Cannot be used by Warrior classes","Weaponsmith Level 75; Uranus; Rhea"
"<span style='color: #ff7700'>Savage War Axe of Hephaestus</span>","https://ucarecdn.com/6358b98e-4541-4a39-bc24-bef067bcfd3d/BTNSavageWarAxeOfHephaestus.png",60,"Rare","Increases Attack Damage by 85.<br><br><span style='color: #c3dbff'>Crush I</span>—Your auto-attacks have <span style='color: #FEBA0E'>6.5%</span> chance to apply <span style='color: #ff7700'>Break I</span> for <span style='color: #FEBA0E'>3.25</span> seconds on the target, which reduces their armor by <span style='color: #FEBA0E'>15</span> for the duration.",NA,"Aeacus"
"<span style='color: #ff7700'>Shield of Zeus</span>","https://ucarecdn.com/9f18293f-daa2-4b7a-a963-a32d6568dd7f/BTNEyeOfDalaran.png",60,"Rare","Increases Armor by 15 and Resist by 25.",NA,"Goldsmith Level 70; Oceanus"
"<span style='color: #ff7700'>Skullcrack</span>","https://ucarecdn.com/511a153c-48a3-4b45-8123-c51cf6bf191e/BTNSkullcrack.png",60,"Rare","Increases Attack Damage by 55.<br><br><span style='color: #c3dbff'>Ravage</span>—<span style='color: #ff7700'>Break II</span> enemies in a <span style='color: #FEBA0E'>300</span> AoE, reducing their armor by <span style='color: #FEBA0E'>30</span> for <span style='color: #FEBA0E'>10</span> seconds, then deal <span style='color: #32CD32'>1.0 Primary Attribute</span> physical damage to them.<br><span style='color: #c3dbff'>Cooldown</span>: 90 seconds.",NA,"Weaponsmith Level 70; Uranus; Rhea"
"<span style='color: #ff7700'>Talisman of the Winged God</span>","https://ucarecdn.com/65166271-c16d-4924-aa6a-84d71e5d7076/BTNTalismanOfTheWingedGod.png",60,"Rare","Increases Agility by 30 and Health by 500.<br><br><span style='color: #c3dbff'>Endurance Aura I</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE have their attack speed and movement speed increased by <span style='color: #FEBA0E'>10%</span>.",NA,"Goldsmith Level 75; Uranus"
"<span style='color: #ff7700'>Biting Blade</span>","https://ucarecdn.com/6ab2623c-7e07-42a7-a4e2-dce9db079c95/BTNBitingBlade.png",70,"Rare","Increases Attack Damage by 160.",NA,"Boss Level ≥ 70"
"<span style='color: #ff7700'>Bright Silver Bracers</span>","https://ucarecdn.com/f7e5faa3-c5bc-4256-b4a4-5e8608895143/BTNBrightSilverBracers.png",70,"Rare","Increases Strength by 15, Health Regeneration by 20 health per second, and Resist by 30.",NA,"Boss Level ≥ 70"
"<span style='color: #ff7700'>Bright Silver Shinguards</span>","https://ucarecdn.com/2723f592-48bd-4263-8c86-d39ccefa71d3/BTNBrightSilverShinguards.png",70,"Rare","Increases Agility by 15, Health Regeneration by 20 health per second, and Resist by 30.",NA,"Boss Level ≥ 70"
"<span style='color: #ff7700'>Heartstone Ring of Agility</span>","https://ucarecdn.com/d501057e-82b6-4826-baab-226117c036c3/BTNHeartstoneRing.png",70,"Rare","Increases Agility by 80.",NA,"Boss Level ≥ 70"
"<span style='color: #ff7700'>Heartstone Ring of Intelligence</span>","https://ucarecdn.com/d501057e-82b6-4826-baab-226117c036c3/BTNHeartstoneRing.png",70,"Rare","Increases Intelligence by 60.","Cannot be used by Warrior classes","Boss Level ≥ 70"
"<span style='color: #ff7700'>Heartstone Ring of Strength</span>","https://ucarecdn.com/d501057e-82b6-4826-baab-226117c036c3/BTNHeartstoneRing.png",70,"Rare","Increases Strength by 80.",NA,"Boss Level ≥ 70"
"<span style='color: #ff7700'>Magefire Ring</span>","https://ucarecdn.com/ef6f2ff6-e7cb-4c80-8899-36a3802ae9fb/BTNMagefireRing.png",70,"Rare","Increases Spell Power by 800.","Cannot be used by Warrior classes","Boss Level ≥ 70"
"<span style='color: #ff7700'>Unyielding Breastplate</span>","https://ucarecdn.com/c94ce13a-67af-4480-a78c-7bb99e7174f5/BTNUnyieldingBreastplate.png",70,"Rare","Increases Armor by 50.",NA,"Boss Level ≥ 70"
"<span style='color: #ff7700'>Armor of Zeus</span>","https://ucarecdn.com/7254edad-7db8-4842-9af9-4eaa12b1e46f/BTNArmorOfZeus.png",75,"Rare","Increases Health by 1000 and Armor and Resist by 20.",NA,"Serpent of Hades"
"<span style='color: #ff7700'>Blade of Ares</span>","https://ucarecdn.com/14ae73d0-4530-469c-b359-28900f1a56df/BTNBladeOfAres.png",75,"Rare","Increases Attack Damage by 120 and Attack Speed by 25%.<br><br><span style='color: #c3dbff'>Bloody Fervor I</span>—Your auto-attacks restores health equal to <span style='color: #FEBA0E'>1.5%</span> of the damage dealt.",NA,"Serpent of Hades"
"<span style='color: #ff7700'>Crown of Thorns</span>","https://ucarecdn.com/786b7cd9-7f2b-43b7-9908-3616e73730a1/BTNCrownOfThorns.png",75,"Rare","Increases Strength by 25 and Armor by 25.<br><br><span style='color: #c3dbff'>Retaliation II</span>—Whenever you take damage: Deal <span style='color: #32CD32'>0.75 Strength</span> physical damage to enemies within a <span style='color: #FEBA0E'>150</span> AoE of you.<br><span style='color: #c3dbff'>Cooldown</span>: 1 second.",NA,"Armorsmith Level 75"
"<span style='color: #ff7700'>Staff of Poseidon</span>","https://ucarecdn.com/30cd3cc1-56c7-4978-90e9-160596b4a6db/BTNStaffOfPoseidon.png",75,"Rare","Increases Intelligence by 25 and Spell Damage by 1000.","Cannot be used by Warrior classes","Serpent of Hades"
"<span style='color: #ff7700'>Sword of Might</span>","https://ucarecdn.com/403e37bc-2e2f-4d1b-af99-7cf5d11a799d/BTNSwordOfCommand.png",75,"Rare","Increases Strength and Agility by 30.<br><br><span style='color: #c3dbff'>Might Aura I</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE <span style='color: #FEBA0E'>15%</span> bonus damage to their melee attacks.",NA,"Oceanus; Gaea"
"<span style='color: #ff7700'>Iron Will of Hephaestus</span>","https://ucarecdn.com/c70bfc60-34b5-48dd-946b-d79ea2dfdf69/BTNWarlockMask.png",85,"Rare","Increases Health by 1000, Resist by 25, and Health Regeneration by 10 Health per second.",NA,"Goldsmith Level 90; Rhea; Gaea"
"<span style='color: #ff7700'>Shield of Living Bone</span>","https://ucarecdn.com/e21fea90-8618-4580-b4b8-dd430495b247/BTNBlackKnightsShield.png",85,"Rare","Increases Strength and Agility by 50 and Armor by 30. Also grants a 50% chance to block 1000 auto-attack damage.",NA,"Armorsmith Level 85; Hades"
"<span style='color: #ff7700'>Boots of Marathon</span>","https://ucarecdn.com/634e9e11-4e9e-4b83-a833-9d03708a41eb/BTNBootsOfMarathon.png",90,"Rare","Increases Strength by 40 and Movement Speed by 50.<br><br><span style='color: #c3dbff'>Evasion II</span>—Gives a <span style='color: #FEBA0E'>10%</span> chance to avoid an auto-attack.<br><br><span style='color: #c3dbff'>Swift Return</span>—Teleports you to Athens.<br><span style='color: #c3dbff'>Cooldown</span>: 3 minutes.",NA,"Armorsmith Level 80"
"<span style='color: #ff7700'>Bow of Artemis</span>","https://ucarecdn.com/6c787b6c-6de8-40fe-85ce-36c75d837c67/BTNBowOfArtemis.png",90,"Rare","Increases Strength, Agility, and Intelligence by 25.<br><br><span style='color: #c3dbff'>Trueshot Aura I</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE deal <span style='color: #FEBA0E'>15%</span> bonus damage with their ranged attacks.","Cannot be used by Warrior classes","Weaponsmith Level 80"
"<span style='color: #ff7700'>Bright Lance</span>","https://ucarecdn.com/0008beea-776b-45e4-8a75-69683c7bbe3d/BTNImprovedStrengthOfTheMoon.png",90,"Rare","Increases Attack Damage by 125.<br><br><span style='color: #c3dbff'>Dazzle</span>—Your auto-attacks also reduces the target's attack speed by <span style='color: #FEBA0E'>20%</span> for <span style='color: #FEBA0E'>6</span> seconds.",NA,"Hydra"
"<span style='color: #ff7700'>Burning Hand of the War God</span>","https://ucarecdn.com/836b6144-4015-4e99-b0ba-892b0c0ac970/BTNBurningHandOfTheWarGod.png",90,"Rare","Increases Strength and Agility by 45.<br><br><span style='color: #c3dbff'>Bloody Fervor I</span>—Your auto-attacks restores health equal to <span style='color: #FEBA0E'>1.5%</span> of the damage dealt.",NA,"Goldsmith Level 80; Hades"
"<span style='color: #ff7700'>Chillstone Ring</span>","https://ucarecdn.com/82a7f761-321a-49e9-8019-a72c0f87bf3d/BTNChillstoneRing.png",90,"Rare","Increases Strength, Agility and Intelligence by 20, and Spell Power by 350.","Cannot be used by Warrior classes","The Frozen Citadel"
"<span style='color: #ff7700'>Dark Lance</span>","https://ucarecdn.com/f0031e0f-6a9f-4fe9-9029-fe64c27c0de5/BTNDarkLance.png",90,"Rare","Increases Attack Damage by 125.<br><br><span style='color: #c3dbff'>Gloom</span>—Whenever you deal physical damage that is not from an auto-attack: Deal an additional <span style='color: #FEBA0E'>250</span> piercing magical damage, which ignores magical damage reduction granted by Resist.",NA,"Hydra"
"<span style='color: #ff7700'>Dark Wizard's Dagger</span>","https://ucarecdn.com/5c62d3f4-0e6c-47b6-a6a3-c965fe4f9c18/BTNDarkWizardsDagger.png",90,"Rare","Increases Agility by 25 and Intelligence by 30.<br><br><span style='color: #c3dbff'>Warmage</span>—Whenever you cast a spell: You restore <span style='color: #FEBA0E'>50</span> mana.","Cannot be used by Warrior classes","Weaponsmith Level 90"
"<span style='color: #ff7700'>Deathchill Blade</span>","https://ucarecdn.com/5821c349-b7bc-424e-b51e-f04dad31af0d/BTNFrostMourne.png",90,"Rare","Increases Attack Damage by 150.<br><br><span style='color: #c3dbff'>Cleave I</span>—Your auto-attacks also deal <span style='color: #32CD32'>0.40 Primary Attribute</span> physical damage in a <span style='color: #FEBA0E'>200</span> AoE of the target. <span style='color: #FF6347'>Melee only.</span>",NA,"The Frozen Citadel"
"<span style='color: #ff7700'>Hera's Blessing</span>","https://ucarecdn.com/823bc945-12f2-4278-923b-c34aad013c3f/BTNHerasBlessing.png",90,"Rare","Increases Intelligence by 20 and Spell Power by 600.<br><br><span style='color: #c3dbff'>Brilliance Aura I</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE have their mana regeneration increased by <span style='color: #FEBA0E'>5</span> mana per second. Warrior class allies have their mana regeneration increased by <span style='color: #FEBA0E'>1</span> mana per second instead.","Cannot be used by Warrior classes","Goldsmith Level 85"
"<span style='color: #ff7700'>Midnight Cloak</span>","https://ucarecdn.com/9892b6cc-f20d-4df8-ba20-f45edcdcf34e/BTNMidnightCloak.png",90,"Rare","Increases Intelligence by 20, Mana by 200, and Armor by 20.<br><br><span style='color: #c3dbff'>Mana Shield</span>—Activate to convert <span style='color: #FEBA0E'>20%</span> of your current mana into a post-mitigation damage shield for <span style='color: #FEBA0E'>5</span> seconds.<br><span style='color: #c3dbff'>Cooldown</span>: 60 seconds.","Cannot be used by Warrior classes","The Frozen Citadel"
"<span style='color: #ff7700'>Ring of the Frozen Citadel</span>","https://ucarecdn.com/2c41becd-4c9c-46f8-b889-3d8dc221ad7b/BTNRingOfTheFrozenCitadel.png",90,"Rare","Increases Health by 1500 and Armor and Resist by 15.<br><br><span style='color: #c3dbff'>Frigid Aura I</span>—Enemies within a <span style='color: #FEBA0E'>450</span> AoE have their attack speed reduced by <span style='color: #FEBA0E'>15%</span> and movement speed reduced by <span style='color: #FEBA0E'>5%</span>.",NA,"The Frozen Citadel"
"<span style='color: #ff7700'>Scepter of the Ice Queen</span>","https://ucarecdn.com/f5a6512d-637d-410f-92c6-66064691c1f0/BTNScepterOfTheIceQueen.png",90,"Rare","Increases Intelligence by 50 and Spell Healing by 700.","Cannot be used by Warrior classes","The Frozen Citadel"
"<span style='color: #ff7700'>Shield of Warding</span>","https://ucarecdn.com/9b2ebc09-ef7f-4a7b-9095-daaaf651e006/BTNHumanArmorUpTwo.png",90,"Rare","Increases Strength by 30 and Resist by 20.<br><br><span style='color: #c3dbff'>Devotion Aura I</span>—Allies within a <span style='color: #FEBA0E'>450</span> AoE have their armor increased by <span style='color: #FEBA0E'>20</span>.",NA,"Armorsmith Level 90; Rhea; Oceanus"
"<span style='color: #ff7700'>Thunder Lance</span>","https://ucarecdn.com/bc5f7666-2917-4fa3-8204-3ca8a6e01c53/BTNThunderLance.png",90,"Rare","Increases Strength and Agility by 35.<br><br><span style='color: #c3dbff'>Crush II</span>—Your auto-attacks have <span style='color: #FEBA0E'>6.5%</span> chance to apply <span style='color: #ff7700'>Break II</span> for <span style='color: #FEBA0E'>3.25</span> seconds on the target, which reduces their armor by <span style='color: #FEBA0E'>30</span> for the duration.",NA,"Weaponsmith Level 90; Hades"
"<span style='color: #ff7700'>Summoning Stone</span>","https://ucarecdn.com/7a37714f-4768-4ca2-91e2-c02f5cb4e55c/BTNCrystalBall.png",100,"Rare","A sky blue crystal ball that radiates with power.",NA,"Hades; Gaea; Persephone"
"<span style='color: #ff7700'>Green Dragonscale</span>","https://ucarecdn.com/784db80a-5a0b-4502-bf02-6657a9220614/BTNGreenDragonscale.png",120,"Rare","Increases Strength by 20, Intelligence by 65, and Resist by 20.","Cannot be used by Warrior classes","Ladon"
"<span style='color: #ff7700'>Pactolus' Essence</span>","https://ucarecdn.com/ef4ac22f-ed44-4029-afd2-6aaac222059e/BTNPactolusEssence.png",120,"Rare","<span style='color: #ffe385'>Within the crystallized exterior lingers a mysterious liquid gently swirling in perpetual motion.</span>",NA,"History's Teachings; The Fools' Mausoleum"
"<span style='color: #ff7700'>Red Dragonscale</span>","https://ucarecdn.com/42955735-dab6-453c-8d5f-c3235e69c970/BTNRedDragonscale.png",120,"Rare","Increases Strength and Agility by 50, Intelligence by 2, and Resist by 20.",NA,"Ladon"
"<span style='color: #ff7700'>Ring of Regret</span>","https://ucarecdn.com/455fa826-d5dd-469a-ab3c-0475e369fcfa/BTNGoldsmithing.png",120,"Rare","Increases Strength by 85.<br><br><span style='color: #c3dbff'>Magic Protection</span>—Reduces magical damage taken depending on <span style='color: #FEBA0E'>Maximum Health</span>.<br> • ≤ <span style='color: #FEBA0E'>24999</span>: Reduces magical damage by 1600.<br> • ≤ <span style='color: #FEBA0E'>49999</span>: Reduces magical damage by 800.<br> • ≥ <span style='color: #FEBA0E'>50000</span>: Reduces magical damage by 400.","Khaos Champion, Barbarian, Warlord, Assassin only","Midas"
"<span style='color: #ff7700'>Silenus' Talisman</span>","https://ucarecdn.com/09811d76-3cae-43d9-9849-634d1ecdaf42/BTNSilenusTalisman.png",120,"Rare","Increases Strength and Intelligence by 50.<br><br><span style='color: #c3dbff'>Lower Resist</span>—Spell effects have an <span style='color: #FEBA0E'>8%</span> chance to <span style='color: #ff7700'>Enfeeble I</span> their target(s) for <span style='color: #FEBA0E'>8</span> seconds, which reduces their Resist by <span style='color: #FEBA0E'>15</span> for the duration. If <span style='color: #c3dbff'>Lower Resist</span> is applied by a spell-enhanced auto-attack or damage over time effect: <span style='color: #c3dbff'>Lower Resist</span> cannot be applied on that target by either spell type for the next <span style='color: #FEBA0E'>12</span> seconds.","Cannot be used by Warrior classes","Midas"
"<span style='color: #ff7700'>White Dragonscale</span>","https://ucarecdn.com/f57ad07d-cc03-43b1-b37a-bbb88e4d4d86/BTNWhiteDragonscale.png",120,"Rare","Increases Strength and Agility by 40, Intelligence by 20, and Resist by 20.","Cannot be used by Warrior classes","Ladon"
"<span style='color: #ffdead'>Tooth of the Hallowed One</span>","https://ucarecdn.com/c9dbbb31-27fc-4050-a4a0-1da1dad6db5c/BTNToothOfTheHallowedOne.png",45,"Artifact","Increases Agility by 45.<br><br><span style='color: #c3dbff'>Critical Strike IV</span>—Gives a <span style='color: #FEBA0E'>10%</span> chance to do <span style='color: #FEBA0E'>2</span> times damage on an auto-attack. This stacks with other instances of <span style='color: #c3dbff'>Critical Strike</span>.",NA,"Hallowed One"
"<span style='color: #ffdead'>Aphrodite's Blessed Orb</span>","https://ucarecdn.com/4be9a507-05b2-4c4e-b32d-677ec662d986/BTNAphroditesBlessedOrb.png",60,"Artifact","<span style='color: #c3dbff'>Gift of Aphrodite</span>—Increases your Spell Power by <span style='color: #FEBA0E'>3000</span> for <span style='color: #FEBA0E'>15</span> seconds.<br><span style='color: #c3dbff'>Cooldown</span>: 60 seconds.","Cannot be used by Warrior classes","Medusa"
"<span style='color: #ffdead'>Sword of the Olympians</span>","https://ucarecdn.com/67405094-0e90-44ce-95ae-d45aa0a91f07/BTNSwordoftheOlympians.png",165,"Artifact","Increases Attack Damage by 125 and Attack Speed by 125%.<br><br><span style='color: #c3dbff'>Olympian</span>—Your auto-attacks now deal 50% physical and 50% magical damage instead.<br><br><span style='color: #c3dbff'>Versatile</span>—Increases the hero's primary attribute by 75.",NA,"Gemstone Key"
"<span style='color: #ffdead'>Wraithblade</span>","https://ucarecdn.com/c95d981a-d839-4fb4-9ddf-c9a5eb8f029d/BTNWraithBlade.png",180,"Artifact","Increases Strength, Agility and Intelligence by 50 and Spell Power by 700.<br><br><span style='color: #c3dbff'>Critical Strike III</span>—Gives a <span style='color: #FEBA0E'>6.5%</span> chance to do <span style='color: #FEBA0E'>2</span> times damage on an auto-attack. This stacks with other instances of <span style='color: #c3dbff'>Critical Strike</span>.<br><br><span style='color: #c3dbff'>Abrade</span>—<span style='color: #ff7700'>Enfeeble II</span> enemies in a <span style='color: #FEBA0E'>300</span> AoE, reducing their resist by <span style='color: #FEBA0E'>30</span> for <span style='color: #FEBA0E'>10</span> seconds, then deal <span style='color: #32CD32'>1.0 Primary Attribute</span> magical damage to them.<br><span style='color: #c3dbff'>Cooldown</span>: 90 seconds.","Cannot be used by Warrior classes","Champion's Armory"
"<span style='color: #32cd32'>Gemstone Key</span>","https://ucarecdn.com/8dac11ff-2aaa-47b8-8cfa-a56893505de0/BTNSunKey.png",70,"Epic","The power of the three gems pulses within this key.",NA,"Restoring the Key"
"<span style='color: #32cd32'>Unfinished Gemstone Key</span>","https://ucarecdn.com/229c6364-caa9-4f39-ab7a-832fb77631d1/BTNMoonKey.png",70,"Epic","This key contains the three gems but their power has not yet been unlocked.",NA,"Speak with Heletes"
